FIRST NAME,LAST NAME,OTHER NAME,GENDER,SPORT,EVENT/POSITION/CLASS,OLYMPIC EXPERIENCE,HEIGHT,WEIGHT,DOB,BIRTH CITY,BIRTH STATE,HOMETOWN CITY,HOMETOWN STATE,CURRENT RESIDENCE,CURRENT STATE,SCHOOL/COLLEGE
Jeremy,Taiwo,,M,Track and Field,Decathlon,none,"6'4""",200,31426,Seattle,Wash.,Renton,Wash.,Renton,Wash.,"University of Washinton '13, Latin American Studies"
Christian,Taylor,,M,Track and Field,Triple Jump,2012-G,"6'2""",180,31580,Uniondale,N.Y. ,Fayetteville,Ga.,Gainesville,Fla.,University of Florida '12
Michael,Tinsley,,M,Track and Field,400m hurdles,2012-S,"6'1""",165,29331,Little Rock,Ark.,Little Rock,Ark.,Round Rock,Texas,Jackson State '05
Shelbi,Vaughan,,F,Track and Field,Discus Throw,none,"6'0""",280,33108,Weatherford,Texas,Weatherford,Texas,Weatherford,Texas,"Texas A&M University '16, Sports Management"
David,Verburg,,M,Track and Field,400m,none,"5'8""",155,31910,Gainesville,Fla.,Lynchburg,Va.,Gainesville,Fla.,"George Mason '13, Sports Management"
Ariana,Washington,,F,Track and Field,4x100m,none,"5'9""",135,33842,Signal Hill,Calif.,Long Beach,Calif.,Signal Hill,Calif.,"University of Oregon '19, Education"
Ameer,Webb,,M,Track and Field,200m,none,"5'11""",180,31854,Harbor City,Calif.,Harbor City,Calif. ,Apple Valley,Calif.,"Texas A&M University, Criminal Justice"
Alexis,Weeks,,F,Track and Field,Pole Vault,none,"5'6""",130,33927,Jacksonville,Ark.,Cabot,Ark. ,Fayetteville,Ark. ,"University of Arkansas , Chemistry"
Chrishuna,Williams,,F,Track and Field,800m,none,"5'3""",120,32597,Bossier City,La.,Dallas,Texas,Fayetteville,Ark. ,"University of Arkansas '15, Human Development and Life Science"
Kendell,Williams,,F,Track and Field,Heptathlon,none,"5'10""",148,33402,Arlington,Va.,Kennesaw,Ga.,Kennesaw,Ga.,"University of Georgia, Public Relations"
Ajeé,Wilson,,F,Track and Field,800m,none,"5'8""",135,33000,Philadelphia,Pa.,Philadelphia,Pa.,Philadelphia,Pa.,"Temple University '16, Kinesiology"
Kara,Winger,,F,Track and Field,Javelin Throw,2008-15th; 2012-22nd,"6'0""",185,30050,Seattle,Wash.,Vancouver,Wash.,Colorado Springs,Colo.,"Purdue University '09, Nutrition, Ftiness and Health; DeVry University, MBA"
Rudy ,Winkler,,M,Track and Field ,Hammer Throw,none,"6'2""",240,33212,Albany,N.Y. ,Ithaca,N.Y. ,Ithaca,N.Y. ,"Cornell University '17, Information Science "
Zach,Ziemek,,M,Track and Field,Decathlon,none,"6'4""",195,32561,Elmhurst,Ill.,Itasca,Ill.,Itasca,Ill.,"University of Wisconsin '16, Nautical Engineering"
Meb,Keflezighi,,M,Track and Field,Marathon,2000; 2004-S; 2012,"5'5""",125,26057,Asmara,Eritrea,San Diego,Calif. ,San Diego,Calif.,UCLA - Communications (1998)
John,Nunn,,M,Track and Field,50K Race Walk,2004; 2012,"6'2""",172,27062,Durango,Colo.,Evansville,Ind. ,Bonsall,Calif.,University of Wisconsin - Parkside (1997)
Miranda,Melville,,F,Track and Field,20K Race Walk,none,"5'2""",110,31125,Rochester,N.Y. ,Rochester,N.Y. ,San Diego,Calif.,"University of Wisconsin - Parkside '11, Psychology/Biology"
Maria,Michta-Coffey,,F,Track and Field,20K Race Walk,2012,"5'5""",110,30124,Stony Brook,N.Y. ,Nesconset,N.Y. ,Farmingville,N.Y. ,"C.W. Post '08, Biology, Mount Sinai School of Medicine '14, PhD Microbiology"
Galen,Rupp,,M,Track and Field,"Marathon, 10,000m ",2008; 2012-S,"5'11""",135,30078,Portland,Ore.,Portland,Ore.,Portland,Ore.,University of Oregon - Business (2009)
Jared,Ward,,M,Track and Field,Marathon,None,"5'10""",145,30933,Layton,Utah,Kaysville,Utah,Provo,Utah,"Brigham Young University '15, Statistical Science"
Amy,Cragg,,F,Track and Field,Marathon,2012,"5'4""",100,29240,Long Beach,Calif.,Leavenworth,Kan.,Portland,Ore.,"Arizona State University '07, Kinesiology"
Shalane,Flanagan,,F,Track and Field,Marathon,2004; 2008-B; 2012,"5'5""",105,28313,Boulder,Colo.,Marblehead,Mass.,Portland,Ore.,University of North Carolina - History (2004)
Desiree,Linden,,F,Track and Field,Marathon,2012,"5'1""",96,29061,San Diego,Calif.,Chula Vista,Calif. ,Washington Township,Mich.,Arizona State University - Psychology (2005)
Greg,Billington,,M,Triathlon,Men's,none,"5'9""",145,31196,Spokane,Wash.,Spokane,Wash.,Poway,Calif.,"Wake Forest University '11, Economics and Exercise Science"
Ben,Kanute,,M,Triathlon,Men's,none,"6'0""",155,32490,Winfield,Ill.,Geneva,Ill.,Geneva,Ill.,"University of Arizona '14, Phsiology"
Joe,Maloy,,M,Triathlon,Men's,none,"5'9""",142,29939,Somers Point,N.J.,Wildwood Crest,N.J.,Poway,Calif.,"Boston College '10, Administrative Studies"
Gwen,Jorgensen,,F,Triathlon,Women's,2012,"5'10""",130,30065,Waukesha,Wis.,St. Paul,Minn.,St. Paul,Minn.,University of Wisconsin - Madison - Accounting (2008)
Sarah,True,Groff (maiden name),F,Triathlon,Women's,2012,"5'8""",138,28455,Hanover,N.H.,Hanover,N.H.,West Lebanon,N.H.,Middlebury College - Conservation Biology/Studio Art (2004)
Katie,Zaferes,Hursey,F,Triathlon,Women's,none,"5'8""",130,31206,Baltimore,Md.,Hampstead,Md.,Hampstead,Md.,"Syracuse University '12, Physical Education"
Matt,Anderson,,M,Indoor Volleyball,Outside Hitter,2012,"6'9""",190,30423,Buffalo,N.Y.,West Seneca,N.Y.,Stuart,Fla.,Penn State - Kinesiology
Micah,Christenson,,M,Indoor Volleyball,Setter,none,"6'6""",190,32635,Honolulu,Hawaii,Honolulu,Hawaii,Redondo Beach,Calif.,USC
Max ,Holt,,M,Indoor Volleyball,Middle Blocker,none,"6'10""",198,30386,Cincinnati,Ohio,Cincinnati,Ohio,Orange County,Calif.,Penn State - Journalism (2009 grad)
Thomas,Jaeschke,,M,Indoor Volleyball,Outside Hitter,none,6-6,200,32754,Wheaton,Ill.,Wheaton,Ill.,Wheaton,Ill.,Loyola University Chicago
David,Lee,,M,Indoor Volleyball,Middle Blocker,2008-G; 2012,"6'8""",231,28556,El Cajon,Calif.,Alpine,Calif.,Alpine,Calif.,Long Beach State - Human Development
Reid,Priddy,,M,Indoor Volleyball,Outside Hitter,2004; 2008-G; 2012,"6'4""",196,26937,Richmond,Va.,Richmond,Va.,Las Vegas,Nev.,Loyola Marymount - Communication Studies (2000 grad)
Aaron,Russell,,M,Indoor Volleyball,Outside Hitter,none,6-9,205,32662,Arbutus ,Md.,Ellicott City,Md.,Ellicott City,Md.,Penn State
Taylor,Sander,,M,Indoor Volleyball,Outside Hitter,none,6-4,190,32218,Fountain Valley,Calif.,Corona,Calif.,Huntington Beach,Calif.,BYU
Kawika,Shoji,,M,Indoor Volleyball,Setter,none,"6'3""",194,30630,Honolulu,Hawaii,Honolulu,Hawaii,Honolulu,Hawaii,Stanford - Political Science (2010 grad)
Erik,Shoji,,M,Indoor Volleyball,Libero,none,"6'0""",160,31282,Honolulu,Hawaii,Honolulu,Hawaii,Honolulu,Hawaii,Stanford
David,Smith,,M,Indoor Volleyball,"Indoor, MB",2012,"6'7""",200,29720,Panorama City,Calif.,Saugus,Calif.,Clovis,Calif.,University of California- Irvine
Murphy,Troy,,M,Indoor Volleyball,Outside Hitter,none,"6'8""",235,31197,St. Louis,Mo.,St. Louis,Mo.,Newport Beach,Calif.,USC - Physics
Rachael,Adams,,F,Indoor Volleyball,Middle Blocker,none,"6'2""",178,31565,Cincinnati,Ohio,Cincinnati,Ohio,Cincinnati,Ohio,University of Texas - Advertising
Foluke,Akinradewo,,F,Indoor Volleyball,Middle Blocker,2012-S,6-3,170,30593,London,Ontario,Ft. Lauderdale,Fla.,Plantation,Fla.,Stanford University
Kayla,Banwarth,,F,Indoor Volleyball,Libero,none,"5'10""",155,31067,Dubuque,Iowa,Dubuque,Iowa,Costa Mesa,Calif.,University of Nebraska - English (2012 grad)
Christa,Dietzen,Harmotto,F,Indoor Volleyball,Middle Blocker,2012-S,"6'2""",174,30235,Sewickley,Pa.,Hopewell,Pa.,Orange  ,Calif.,Penn State - Elementary Education (2009 grad)
Alisha,Glass,,F,Indoor Volleyball,Setter,none,"6'0""",158,30776,Traverse City,Mich.,Leland,Mich.,Lake Leelanau,Mich.,"Penn State - Kinesiology, Human Devlopment and Family Studies minor"
Kim,Hill,,F,Indoor Volleyball,Outside Hitter,none,"6'4""",159,31380,Portland,Ore.,Portland,Ore.,Vancouver,Wash.,Pepperdine University
Jordan,Larson,,F,Indoor Volleyball,Outside Hitter,2012-S,"6'2""",150,30239,Fremont,Neb.,Hooper,Neb.,Hooper,Neb.,"University of Nebraska - Communication, Psychology minor (2008 grad)"
Carli,Lloyd,,F,Indoor Volleyball,Setter,none,"5'11""",165,31264,Fallbrook,Calif.,Bonsall,Calif.,Bonsall,Calif.,University of California-Berkeley - Social Welfare (2011 grad)
Karsta,Lowe,,F,Indoor Volleyball,Opposite,none,"6'4""",180,32540,San Diego ,Calif.,San Diego,Calif.,Rancho Santa Fe,Calif.,UCLA
Kelly,Murphy,,F,Indoor Volleyball,Opposite,none,"6'2""",170,31339,Joliet,Ill.,Wilmington,Ill.,Wilmington,Ill.,Florida - Elementary Education
Kelsey,Robinson,,F,Indoor Volleyball,Outside Hitter,none,"6'2""",155,32318,Elmhurt,Ill.,Bartlett,Ill.,Bartlett,Ill.,University of Nebraska
Courtney,Thompson,,F,Indoor Volleyball,Setter,2012-S,"5'8""",145,29528,Bellevue,Wash.,Kent,Wash.,Kent,Calif.,University of Washington
Phil,Dalhausser,,M,Beach Volleyball,Beach,2008-G; 2012,"6'9""",205,27784,Baden,Switzerland,Ormond Beach,Fla.,Manhattan Beach,Calif.,Univerity of Central Florida - Business Administration
Jake,Gibb,,M,Beach Volleyball,Beach,2008; 2012,"6'7""",210,26334,Bountiful,Utah,Bountiful,Utah,Huntington Beach,Calif.,University of Utah - Business (2002 grad)
Nick,Lucena,,M,Beach Volleyball,Beach,none,"6'1""",185,27658,Davie,Fla.,Cooper City,Fla.,Tallahassee,Fla.,Florida State - Sport Management
Casey,Patterson,,M,Beach Volleyball,Beach,none,6-6,195,27869,Van Nuys,Calif.,Newbury Park,Calif.,Huntington Beach,Calif.,BYU
Lauren,Fendrick,,F,Beach Volleyball,Beach,none,"6'1""",166,28568,San Diego,Calif.,Carlsbad,Calif.,Hermosa Beach,Calif.,"UCLA, USC"
April,Ross,,F,Beach Volleyball,Beach,2012-S,"6'1""",165,28660,Costa Mesa,Calif.,Costa Mesa,Calif.,Costa Mesa,Calif.,USC
Brooke,Sweat,,F,Beach Volleyball,Beach,none,"5'8""",154,30036,Fort Myers,Fla.,Estero,Fla.,Estero,Fla.,Florida Gulf Coast University
Kerri,Walsh Jennings,,F,Beach Volleyball,Beach,2000; 2004-G; 2008-G; 2012-G,"6'3""",160,27255,Santa Clara,Calif.,Saratoga,Calif.,Manhattan Beach,Calif.,Stanford
Tony,Azevedo,,M,Water Polo,Attacker,2000; 2004; 2008-S; 2012,"6'1""",198,28449,Rio de Janeiro,Brazil,Long Beach,Calif.,Long Beach,Calif.,Stanford 2004
McQuin,Baron,,M,Water Polo,Goalkeeper,none,"6'8""",205,33537,Laguna Beach,Calif.,North Tustin,Calif.,North Tustin,Calif.,USC 2018
Bret,Bonanni,,M,Water Polo,Attacker,none,"6'4""",205,32892,Newport Beach,Calif.,Huntington Beach,Calif.,Huntington Beach,Calif.,Stanford 2016
Alex,Bowen,,M,Water Polo,Attacker,none,"6'5""",220,32754,San Diego,Calif.,Santee,Calif.,Santee,Calif.,Stanford 2015
Luca,Cupido,,M,Water Polo,Attacker,none,"6'4""",210,33550,Genova,Italy,Newport Beach,Calif.,Newport Beach,Calif.,UC Berkeley 2018
Thomas,Dunstan,,M,Water Polo,Attacker (L),none,"6'3.5""",200,34240,Norwalk,Conn.,New Canaan,Conn.,Newport Coast,Calif.,Mater Dei HS 2016
Ben,Hallock,,M,Water Polo,Center,none,"6'6""",235,34294,Santa Barbara,Calif.,Westlake Village,Calif.,Studio City,Calif.,Stanford 2020
John,Mann,,M,Water Polo,Center,2012,"6'6""",250,29763,Beverly Hills,Calif.,Newport Beach,Calif.,Pasadena,Calif.,UC Berkeley 2007
Merrill,Moses,,M,Water Polo,Goalkeeper,2008-S; 2012,"6'3""",215,26888,Harbor City,Calif.,Newbury Park,Calif.,Newbury Park,Calif.,Pepperdine 2000 - Public Relations
Alex,Obert,,M,Water Polo,Center,none,"6'5""",233,32128,Yorba Linda,Calif.,Loomis,Calif.,Loomis,Calif.,Pacific 2015
Alex,Roelse,,M,Water Polo,Defender,none,"6'8""",255,33247,Netherlands,Netherlands,Westwoods,Calif.,Los Angeles,Calif.,UCLA 2018
Josh,Samuels,,M,Water Polo,Attacker,none,"6'4""",210,31965,Newport Beach,Calif.,Villa Park,Calif.,Villa Park,Calif.,UCLA 2013
Jesse,Smith,,M,Water Polo,Defender,"2004: 2008-S, 2012","6'4""",233,28971,Coronado,Calif.,Coronado,Calif.,Coronado,Calif.,Pepperdine 2005
KK,Clark,,F,Water Polo,Defender,none,"6'2""",160,31590,Palo Alto,Calif. ,Atherton,Calif.,Hermosa Beach,Calif.,UCLA 2012
Kami,Craig,,F,Water Polo,Center,2008-S; 2012-G,"5'11""",195,30517,San Luis Obispo,Calif.,Santa Barbara,Calif.,Santa Ynez,Calif.,USC 2011
Rachel,Fattal,,F,Water Polo,Attacker,none,"5'8""",145,32851,Los Alamitos,Calif.,Seal Beach,Calif.,Seal Beach,Calif.,UCLA 2016
Aria,Fischer,,F,Water Polo,Attacker,none,"6'0""",173,34759,Laguna Beach,Calif.,Laguna Beach,Calif.,Laguna Beach,Calif.,Laguna Beach HS 2017
Makenzie,Fischer,,F,Water Polo,Defender,none,"6'1""",165,34056,Laguna Beach,Calif.,Laguna Beach,Calif.,Laguna Beach,Calif.,Stanford 2020
Kaleigh,Gilchrist,,F,Water Polo,Attacker,none,"5'9""",170,32278,Newport Beach,Calif. ,Newport Beach,Calif. ,Newport Beach,Calif.,USC 2014
Sami,Hill,,F,Water Polo,Goalkeeper,none,"6'0""",197,32301,Honolulu,Hawaii,Santa Barbara,Calif. ,Santa Barbara,Calif.,UCLA 2015
Ashleigh,Johnson,,F,Water Polo,Goalkeeper,none,"6'1""",180,33127,Miami,Fla.,Miami,Fla.,Long Beach,Calif.,Princeton 2017
Courtney,Mathewson,,F,Water Polo,Attacker,2012-G,"5'7""",154,30207,Orange,Calif.,Anaheim,Calif.,Anaheim Hills,Calif.,UCLA 2008 - Sociology
Maddie,Musselman,,F,Water Polo,Attacker,none,"5'11""",145,34500,Newport Beach,Calif.,Newport Beach,Calif.,Newport Beach,Calif.,UCLA 2020
Kiley,Neushul,,F,Water Polo,Attacker,none,"5'8""",145,32571,Goleta,Calif. ,Isla Vista,Calif. ,Goleta,Calif.,Stanford 2015
Melissa,Seidemann,,F,Water Polo,Defender,2012-G,"6'0""",230,31588,Hoffman Estates,Ill.,Walnut Creek,Calif.,Walnut Creek,Calif.,Stanford 2012
Maggie,Steffens,,F,Water Polo,Defender,2012-G,"5'8""",165,32662,San Ramon,Calif. ,Danville,Calif. ,Danville,Calif.,Stanford 2016
Jenny,Arthur,,F,Weightlifting,69 kg.,None,"5'5""",165,32852,Gainesville,Ga.,Gainesville,Ga.,Colorado Springs,Colo. ,Chestatee High School (2012)
Kendrick ,Farris,,M,Weightlifting,94 kg.,"2008, 2012","5'6""",207,30133,Stoner Hill,La.,Shreveport,La.,Shreveport,La.,C.E. Byrd High School
Morghan ,King,,F,Weightlifting,48 kg.,none,"5'0""",110,29866,Seattle,Wash.,Redmond,Wash. ,Colorado Springs,Colo.,"Notre Dame de Namur University '04, Graphic Design"
Sarah,Robles,,F,Weightlifting, +75 kg.,2012,"5'10""",310,30894,San Diego ,Calif.,Desert Hot Springs,Calif.,,,Mt. San Jacinto College/DeVry University
Andy,Bisek,,M,Wrestling,Greco-Roman 75 kg.,none,"5'10""",180,30180,Waconia,Minn. ,Chaska,Minn.,Colorado Springs,Colo.,Northern Michigan
Jordan,Burroughs,,M,Wrestling,Freestyle 74 kg.,2012-G,"5'7""",175,30870,Camden,N.J. ,Sicklerville,N.J. ,Lincoln,Neb.,Nebraska
J'den,Cox,,M,Wrestling,Freestyle 86 kg.,none,"5'11""",189,33299,Columbia,Mo.,Columbia,Mo. ,Columbia,Mo.,University of Missouri (2017)
Daniel,Dennis,,M,Wrestling,Freestyle 57 kg.,none,"5'5""",125,30217,Houston,Texas,Ingleside,Ill.,Iowa City,Iowa,Iowa
Tervel,Dlagnev,,M,Wrestling,Freestyle 125 kg.,2012,"6'2""",270,29908,Sofia,Bulgaria,Columbus,Ohio,Columbus,Ohio,Nebraska-Kearney
Frank,Molinaro,,M,Wrestling,Freestyle 65 kg.,none,"5'4""",155,31042,Red Bank,N.J. ,Barnegat,N.J. ,State College,Pa.,Penn State University '12
Ben,Provisor,,M,Wrestling,Greco-Roman 85 kg.,2012,"5'8""",195,31588,Stevens Point,Wis.,Colorado Springs,Colo. ,Stevens Point,Wis. ,Northern Michigan
Robby,Smith,,M,Wrestling,Greco-Roman 130 kg.,none,"6'0""",280,30345,Colorado Springs,Colo. ,San Ramon,Calif. ,Colorado Springs,Colo.,Northern Michigan
Kyle,Snyder,,M,Wrestling,Freestyle 97 kg.,none,"5'11""",225,33561,Woodbine,Md.,Woodbine,Md. ,Woodbine,Md.,Ohio State
Jesse,Thielke,,M,Wrestling,Greco-Roman 59 kg.,none,"5'7""",150,32302,West Bend,Wis.,Germantown,Wis.,Colorado Springs,Colo.,Wisconsin
Haley,Augello,,F,Wrestling,Freestyle 48 kg.,none,"5'2""",118,33162,Lockport,Ill.,Lockport,Ill.,Colorado Springs,Colo. ,King University
Adeline,Gray,,F,Wrestling,Freestyle 75 kg.,none,"5'8""",170,31791,Denver,Colo.,Denver,Colo. ,Colorado Springs,Colo.,"University of Colorado, Colorado Springs"
Helen,Maroulis,,F,Wrestling,Freestyle 53 kg.,none,"5'4""",125,32038,Olney,Md.,Rocky Point,Md.,Rockville,Md. ,"Simon Fraser, Missouri Baptist"
Elena,Pirozhkova,,F,Wrestling,Freestyle 63 kg.,2012,"5'6""",158,30236,Novokuznetsk,Russia,Greenfield,Mass.,Colorado Springs,Colo.,UCCS
